agency_cd,location_id,datetime,parameter_cd,flow.cfs,latitude,longitude
CDEC,KOT,2018-05-29T06:45:00Z,20,2868,37.69978,-121.17019
CDEC,KOT,2018-05-29T07:00:00Z,20,2864,37.69978,-121.17019
CDEC,KOT,2018-05-29T07:15:00Z,20,2871,37.69978,-121.17019
CDEC,KOT,2018-05-29T07:30:00Z,20,2861,37.69978,-121.17019
CDEC,KOT,2018-05-29T07:45:00Z,20,2861,37.69978,-121.17019
CDEC,KOT,2018-05-29T08:00:00Z,20,2854,37.69978,-121.17019
CDEC,KOT,2018-05-29T08:15:00Z,20,2864,37.69978,-121.17019
CDEC,KOT,2018-05-29T08:30:00Z,20,2857,37.69978,-121.17019
CDEC,KOT,2018-05-29T08:45:00Z,20,2864,37.69978,-121.17019
CDEC,KOT,2018-05-29T09:00:00Z,20,2864,37.69978,-121.17019
CDEC,KOT,2018-05-29T09:15:00Z,20,2868,37.69978,-121.17019
CDEC,KOT,2018-05-29T09:30:00Z,20,2861,37.69978,-121.17019
CDEC,KOT,2018-05-29T09:45:00Z,20,2868,37.69978,-121.17019
CDEC,KOT,2018-05-29T10:00:00Z,20,2857,37.69978,-121.17019
CDEC,KOT,2018-05-29T10:15:00Z,20,2868,37.69978,-121.17019
CDEC,KOT,2018-05-29T10:30:00Z,20,2864,37.69978,-121.17019
CDEC,KOT,2018-05-29T10:45:00Z,20,2868,37.69978,-121.17019
CDEC,KOT,2018-05-29T11:00:00Z,20,2861,37.69978,-121.17019
CDEC,KOT,2018-05-29T11:15:00Z,20,2868,37.69978,-121.17019
CDEC,KOT,2018-05-29T11:30:00Z,20,2864,37.69978,-121.17019
CDEC,KOT,2018-05-29T11:45:00Z,20,2871,37.69978,-121.17019
CDEC,KOT,2018-05-29T12:00:00Z,20,2868,37.69978,-121.17019
CDEC,KOT,2018-05-29T12:15:00Z,20,2874,37.69978,-121.17019
CDEC,KOT,2018-05-29T12:30:00Z,20,2871,37.69978,-121.17019
CDEC,KOT,2018-05-29T12:45:00Z,20,2881,37.69978,-121.17019
CDEC,KOT,2018-05-29T13:00:00Z,20,2881,37.69978,-121.17019
CDEC,KOT,2018-05-29T13:15:00Z,20,2888,37.69978,-121.17019
CDEC,KOT,2018-05-29T13:30:00Z,20,2881,37.69978,-121.17019
CDEC,KOT,2018-05-29T13:45:00Z,20,2885,37.69978,-121.17019
CDEC,KOT,2018-05-29T14:00:00Z,20,2881,37.69978,-121.17019
CDEC,KOT,2018-05-29T14:15:00Z,20,2888,37.69978,-121.17019
CDEC,KOT,2018-05-29T14:30:00Z,20,2885,37.69978,-121.17019
CDEC,KOT,2018-05-29T14:45:00Z,20,2881,37.69978,-121.17019
CDEC,KOT,2018-05-29T15:00:00Z,20,2885,37.69978,-121.17019
CDEC,KOT,2018-05-29T15:15:00Z,20,2885,37.69978,-121.17019
CDEC,KOT,2018-05-29T15:30:00Z,20,2885,37.69978,-121.17019
CDEC,KOT,2018-05-29T15:45:00Z,20,2885,37.69978,-121.17019
CDEC,KOT,2018-05-29T16:00:00Z,20,2881,37.69978,-121.17019
CDEC,KOT,2018-05-29T16:15:00Z,20,2878,37.69978,-121.17019
CDEC,KOT,2018-05-29T16:30:00Z,20,2878,37.69978,-121.17019
CDEC,KOT,2018-05-29T16:45:00Z,20,2878,37.69978,-121.17019
CDEC,KOT,2018-05-29T17:00:00Z,20,2878,37.69978,-121.17019
CDEC,KOT,2018-05-29T17:15:00Z,20,2881,37.69978,-121.17019
CDEC,KOT,2018-05-29T17:30:00Z,20,2878,37.69978,-121.17019
CDEC,KOT,2018-05-29T17:45:00Z,20,2878,37.69978,-121.17019
CDEC,KOT,2018-05-29T18:00:00Z,20,2881,37.69978,-121.17019
CDEC,KOT,2018-05-29T18:15:00Z,20,2878,37.69978,-121.17019
CDEC,KOT,2018-05-29T18:30:00Z,20,2874,37.69978,-121.17019
CDEC,KOT,2018-05-29T18:45:00Z,20,2878,37.69978,-121.17019
CDEC,KOT,2018-05-29T19:00:00Z,20,2874,37.69978,-121.17019
CDEC,KOT,2018-05-29T19:15:00Z,20,2874,37.69978,-121.17019
CDEC,KOT,2018-05-29T19:30:00Z,20,2871,37.69978,-121.17019
CDEC,KOT,2018-05-29T19:45:00Z,20,2874,37.69978,-121.17019
CDEC,KOT,2018-05-29T20:00:00Z,20,2874,37.69978,-121.17019
CDEC,KOT,2018-05-29T20:15:00Z,20,2874,37.69978,-121.17019
CDEC,KOT,2018-05-29T20:30:00Z,20,2871,37.69978,-121.17019
CDEC,KOT,2018-05-29T20:45:00Z,20,2874,37.69978,-121.17019
CDEC,KOT,2018-05-29T21:00:00Z,20,2871,37.69978,-121.17019
CDEC,KOT,2018-05-29T21:15:00Z,20,2874,37.69978,-121.17019
CDEC,KOT,2018-05-29T21:30:00Z,20,2874,37.69978,-121.17019
CDEC,KOT,2018-05-29T21:45:00Z,20,2871,37.69978,-121.17019
CDEC,KOT,2018-05-29T22:00:00Z,20,2868,37.69978,-121.17019
CDEC,KOT,2018-05-29T22:15:00Z,20,2871,37.69978,-121.17019
CDEC,KOT,2018-05-29T22:30:00Z,20,2868,37.69978,-121.17019
CDEC,KOT,2018-05-29T22:45:00Z,20,2871,37.69978,-121.17019
CDEC,KOT,2018-05-29T23:00:00Z,20,2868,37.69978,-121.17019
CDEC,KOT,2018-05-29T23:15:00Z,20,2868,37.69978,-121.17019
CDEC,KOT,2018-05-29T23:30:00Z,20,2864,37.69978,-121.17019
CDEC,KOT,2018-05-29T23:45:00Z,20,2871,37.69978,-121.17019
CDEC,KOT,2018-05-30T00:00:00Z,20,2871,37.69978,-121.17019
CDEC,KOT,2018-05-30T00:15:00Z,20,2864,37.69978,-121.17019
CDEC,KOT,2018-05-30T00:30:00Z,20,2868,37.69978,-121.17019
CDEC,KOT,2018-05-30T00:45:00Z,20,2861,37.69978,-121.17019
CDEC,KOT,2018-05-30T01:00:00Z,20,2857,37.69978,-121.17019
CDEC,KOT,2018-05-30T01:15:00Z,20,2868,37.69978,-121.17019
CDEC,KOT,2018-05-30T01:30:00Z,20,2857,37.69978,-121.17019
CDEC,KOT,2018-05-30T01:45:00Z,20,2864,37.69978,-121.17019
CDEC,KOT,2018-05-30T02:00:00Z,20,2857,37.69978,-121.17019
CDEC,KOT,2018-05-30T02:15:00Z,20,2861,37.69978,-121.17019
CDEC,KOT,2018-05-30T02:30:00Z,20,2857,37.69978,-121.17019
CDEC,KOT,2018-05-30T02:45:00Z,20,2861,37.69978,-121.17019
CDEC,KOT,2018-05-30T03:00:00Z,20,2854,37.69978,-121.17019
CDEC,KOT,2018-05-30T03:15:00Z,20,2854,37.69978,-121.17019
CDEC,KOT,2018-05-30T03:30:00Z,20,2847,37.69978,-121.17019
CDEC,KOT,2018-05-30T03:45:00Z,20,2851,37.69978,-121.17019
CDEC,KOT,2018-05-30T04:00:00Z,20,2851,37.69978,-121.17019
CDEC,KOT,2018-05-30T04:15:00Z,20,2854,37.69978,-121.17019
CDEC,KOT,2018-05-30T04:30:00Z,20,2851,37.69978,-121.17019
CDEC,KOT,2018-05-30T04:45:00Z,20,2851,37.69978,-121.17019
CDEC,KOT,2018-05-30T05:00:00Z,20,2854,37.69978,-121.17019
CDEC,KOT,2018-05-30T05:15:00Z,20,2857,37.69978,-121.17019
CDEC,KOT,2018-05-30T05:30:00Z,20,2851,37.69978,-121.17019
CDEC,KOT,2018-05-30T05:45:00Z,20,2854,37.69978,-121.17019
CDEC,KOT,2018-05-30T06:00:00Z,20,2851,37.69978,-121.17019
CDEC,KOT,2018-05-30T06:15:00Z,20,2851,37.69978,-121.17019
CDEC,KOT,2018-05-30T06:30:00Z,20,2851,37.69978,-121.17019
CDEC,KOT,2018-05-30T06:45:00Z,20,2854,37.69978,-121.17019
CDEC,KOT,2018-05-30T07:00:00Z,20,2851,37.69978,-121.17019
CDEC,KOT,2018-05-30T07:15:00Z,20,2854,37.69978,-121.17019
CDEC,KOT,2018-05-30T07:30:00Z,20,2854,37.69978,-121.17019
CDEC,KOT,2018-05-30T07:45:00Z,20,2854,37.69978,-121.17019
CDEC,KOT,2018-05-30T08:00:00Z,20,2854,37.69978,-121.17019
CDEC,KOT,2018-05-30T08:15:00Z,20,2851,37.69978,-121.17019
CDEC,KOT,2018-05-30T08:30:00Z,20,2854,37.69978,-121.17019
CDEC,KOT,2018-05-30T08:45:00Z,20,2857,37.69978,-121.17019
CDEC,KOT,2018-05-30T09:00:00Z,20,2857,37.69978,-121.17019
CDEC,KOT,2018-05-30T09:15:00Z,20,2861,37.69978,-121.17019
CDEC,KOT,2018-05-30T09:30:00Z,20,2857,37.69978,-121.17019
CDEC,KOT,2018-05-30T09:45:00Z,20,2861,37.69978,-121.17019
CDEC,KOT,2018-05-30T10:00:00Z,20,2857,37.69978,-121.17019
CDEC,KOT,2018-05-30T10:15:00Z,20,2861,37.69978,-121.17019
CDEC,KOT,2018-05-30T10:30:00Z,20,2861,37.69978,-121.17019
CDEC,KOT,2018-05-30T10:45:00Z,20,2864,37.69978,-121.17019
CDEC,KOT,2018-05-30T11:00:00Z,20,2864,37.69978,-121.17019
CDEC,KOT,2018-05-30T11:15:00Z,20,2864,37.69978,-121.17019
CDEC,KOT,2018-05-30T11:30:00Z,20,2857,37.69978,-121.17019
CDEC,KOT,2018-05-30T11:45:00Z,20,2871,37.69978,-121.17019
CDEC,KOT,2018-05-30T12:00:00Z,20,2861,37.69978,-121.17019
CDEC,KOT,2018-05-30T12:15:00Z,20,2871,37.69978,-121.17019
CDEC,KOT,2018-05-30T12:30:00Z,20,2871,37.69978,-121.17019
CDEC,KOT,2018-05-30T12:45:00Z,20,2874,37.69978,-121.17019
CDEC,KOT,2018-05-30T13:00:00Z,20,2874,37.69978,-121.17019
CDEC,KOT,2018-05-30T13:15:00Z,20,2885,37.69978,-121.17019
CDEC,KOT,2018-05-30T13:30:00Z,20,2885,37.69978,-121.17019
CDEC,KOT,2018-05-30T13:45:00Z,20,2885,37.69978,-121.17019
CDEC,KOT,2018-05-30T14:00:00Z,20,2881,37.69978,-121.17019
CDEC,KOT,2018-05-30T14:15:00Z,20,2881,37.69978,-121.17019
CDEC,KOT,2018-05-30T14:30:00Z,20,2878,37.69978,-121.17019
CDEC,KOT,2018-05-30T14:45:00Z,20,2878,37.69978,-121.17019
CDEC,KOT,2018-05-30T15:00:00Z,20,2878,37.69978,-121.17019
CDEC,KOT,2018-05-30T15:15:00Z,20,2878,37.69978,-121.17019
CDEC,KOT,2018-05-30T15:30:00Z,20,2871,37.69978,-121.17019
CDEC,KOT,2018-05-30T15:45:00Z,20,2878,37.69978,-121.17019
CDEC,KOT,2018-05-30T16:00:00Z,20,2874,37.69978,-121.17019
CDEC,KOT,2018-05-30T16:15:00Z,20,2871,37.69978,-121.17019
CDEC,KOT,2018-05-30T16:30:00Z,20,2871,37.69978,-121.17019
CDEC,KOT,2018-05-30T16:45:00Z,20,2864,37.69978,-121.17019
CDEC,KOT,2018-05-30T17:00:00Z,20,2861,37.69978,-121.17019
CDEC,KOT,2018-05-30T17:15:00Z,20,2868,37.69978,-121.17019
CDEC,KOT,2018-05-30T17:30:00Z,20,2864,37.69978,-121.17019
CDEC,KOT,2018-05-30T17:45:00Z,20,2861,37.69978,-121.17019
CDEC,KOT,2018-05-30T18:00:00Z,20,2854,37.69978,-121.17019
CDEC,KOT,2018-05-30T18:15:00Z,20,2854,37.69978,-121.17019
CDEC,KOT,2018-05-30T18:30:00Z,20,2851,37.69978,-121.17019
CDEC,KOT,2018-05-30T18:45:00Z,20,2847,37.69978,-121.17019
CDEC,KOT,2018-05-30T19:00:00Z,20,2847,37.69978,-121.17019
CDEC,KOT,2018-05-30T19:15:00Z,20,2847,37.69978,-121.17019
CDEC,KOT,2018-05-30T19:30:00Z,20,2844,37.69978,-121.17019
CDEC,KOT,2018-05-30T19:45:00Z,20,2840,37.69978,-121.17019
CDEC,KOT,2018-05-30T20:00:00Z,20,2844,37.69978,-121.17019
CDEC,KOT,2018-05-30T20:15:00Z,20,2830,37.69978,-121.17019
CDEC,KOT,2018-05-30T20:30:00Z,20,2830,37.69978,-121.17019
CDEC,KOT,2018-05-30T20:45:00Z,20,2837,37.69978,-121.17019
CDEC,KOT,2018-05-30T21:00:00Z,20,2830,37.69978,-121.17019
CDEC,KOT,2018-05-30T21:15:00Z,20,2834,37.69978,-121.17019
CDEC,KOT,2018-05-30T21:30:00Z,20,2823,37.69978,-121.17019
CDEC,KOT,2018-05-30T21:45:00Z,20,2827,37.69978,-121.17019
CDEC,KOT,2018-05-30T22:00:00Z,20,2827,37.69978,-121.17019
CDEC,KOT,2018-05-30T22:15:00Z,20,2823,37.69978,-121.17019
CDEC,KOT,2018-05-30T22:30:00Z,20,2823,37.69978,-121.17019
CDEC,KOT,2018-05-30T22:45:00Z,20,2820,37.69978,-121.17019
CDEC,KOT,2018-05-30T23:00:00Z,20,2820,37.69978,-121.17019
CDEC,KOT,2018-05-30T23:15:00Z,20,2810,37.69978,-121.17019
CDEC,KOT,2018-05-30T23:30:00Z,20,2803,37.69978,-121.17019
CDEC,KOT,2018-05-30T23:45:00Z,20,2803,37.69978,-121.17019
CDEC,KOT,2018-05-31T00:00:00Z,20,2796,37.69978,-121.17019
CDEC,KOT,2018-05-31T00:15:00Z,20,2790,37.69978,-121.17019
CDEC,KOT,2018-05-31T00:30:00Z,20,2786,37.69978,-121.17019
CDEC,KOT,2018-05-31T00:45:00Z,20,2779,37.69978,-121.17019
CDEC,KOT,2018-05-31T01:00:00Z,20,2773,37.69978,-121.17019
CDEC,KOT,2018-05-31T01:15:00Z,20,2773,37.69978,-121.17019
CDEC,KOT,2018-05-31T01:30:00Z,20,2766,37.69978,-121.17019
CDEC,KOT,2018-05-31T01:45:00Z,20,2762,37.69978,-121.17019
CDEC,KOT,2018-05-31T02:00:00Z,20,2756,37.69978,-121.17019
CDEC,KOT,2018-05-31T02:15:00Z,20,2759,37.69978,-121.17019
CDEC,KOT,2018-05-31T02:30:00Z,20,2749,37.69978,-121.17019
CDEC,KOT,2018-05-31T02:45:00Z,20,2749,37.69978,-121.17019
CDEC,KOT,2018-05-31T03:00:00Z,20,2739,37.69978,-121.17019
CDEC,KOT,2018-05-31T03:15:00Z,20,2746,37.69978,-121.17019
CDEC,KOT,2018-05-31T03:30:00Z,20,2732,37.69978,-121.17019
CDEC,KOT,2018-05-31T03:45:00Z,20,2732,37.69978,-121.17019
CDEC,KOT,2018-05-31T04:00:00Z,20,2722,37.69978,-121.17019
CDEC,KOT,2018-05-31T04:15:00Z,20,2722,37.69978,-121.17019
CDEC,KOT,2018-05-31T04:30:00Z,20,2712,37.69978,-121.17019
CDEC,KOT,2018-05-31T04:45:00Z,20,2712,37.69978,-121.17019
CDEC,KOT,2018-05-31T05:00:00Z,20,2705,37.69978,-121.17019
CDEC,KOT,2018-05-31T05:15:00Z,20,2709,37.69978,-121.17019
CDEC,KOT,2018-05-31T05:30:00Z,20,2699,37.69978,-121.17019
CDEC,KOT,2018-05-31T05:45:00Z,20,2699,37.69978,-121.17019
CDEC,KOT,2018-05-31T06:00:00Z,20,2692,37.69978,-121.17019
CDEC,KOT,2018-05-31T06:15:00Z,20,2692,37.69978,-121.17019
CDEC,KOT,2018-05-31T06:30:00Z,20,2689,37.69978,-121.17019
CDEC,KOT,2018-05-31T06:45:00Z,20,2685,37.69978,-121.17019
CDEC,KOT,2018-05-31T07:00:00Z,20,2675,37.69978,-121.17019
CDEC,KOT,2018-05-31T07:15:00Z,20,2675,37.69978,-121.17019
CDEC,KOT,2018-05-31T07:30:00Z,20,2668,37.69978,-121.17019
CDEC,KOT,2018-05-31T07:45:00Z,20,2665,37.69978,-121.17019
CDEC,KOT,2018-05-31T08:00:00Z,20,2658,37.69978,-121.17019
CDEC,KOT,2018-05-31T08:15:00Z,20,2658,37.69978,-121.17019
CDEC,KOT,2018-05-31T08:30:00Z,20,2652,37.69978,-121.17019
CDEC,KOT,2018-05-31T08:45:00Z,20,2655,37.69978,-121.17019
CDEC,KOT,2018-05-31T09:00:00Z,20,2645,37.69978,-121.17019
CDEC,KOT,2018-05-31T09:15:00Z,20,2642,37.69978,-121.17019
CDEC,KOT,2018-05-31T09:30:00Z,20,2635,37.69978,-121.17019
CDEC,KOT,2018-05-31T09:45:00Z,20,2635,37.69978,-121.17019
CDEC,KOT,2018-05-31T10:00:00Z,20,2625,37.69978,-121.17019
CDEC,KOT,2018-05-31T10:15:00Z,20,2625,37.69978,-121.17019
CDEC,KOT,2018-05-31T10:30:00Z,20,2612,37.69978,-121.17019
CDEC,KOT,2018-05-31T10:45:00Z,20,2612,37.69978,-121.17019
CDEC,KOT,2018-05-31T11:00:00Z,20,2599,37.69978,-121.17019
CDEC,KOT,2018-05-31T11:15:00Z,20,2602,37.69978,-121.17019
CDEC,KOT,2018-05-31T11:30:00Z,20,2589,37.69978,-121.17019
CDEC,KOT,2018-05-31T11:45:00Z,20,2585,37.69978,-121.17019
CDEC,KOT,2018-05-31T12:00:00Z,20,2575,37.69978,-121.17019
CDEC,KOT,2018-05-31T12:15:00Z,20,2579,37.69978,-121.17019
CDEC,KOT,2018-05-31T12:30:00Z,20,2569,37.69978,-121.17019
CDEC,KOT,2018-05-31T12:45:00Z,20,2569,37.69978,-121.17019
CDEC,KOT,2018-05-31T13:00:00Z,20,2562,37.69978,-121.17019
CDEC,KOT,2018-05-31T13:15:00Z,20,2565,37.69978,-121.17019
CDEC,KOT,2018-05-31T13:30:00Z,20,2562,37.69978,-121.17019
CDEC,KOT,2018-05-31T13:45:00Z,20,2556,37.69978,-121.17019
CDEC,KOT,2018-05-31T14:00:00Z,20,2556,37.69978,-121.17019
CDEC,KOT,2018-05-31T14:15:00Z,20,2556,37.69978,-121.17019
CDEC,KOT,2018-05-31T14:30:00Z,20,2549,37.69978,-121.17019
CDEC,KOT,2018-05-31T14:45:00Z,20,2546,37.69978,-121.17019
CDEC,KOT,2018-05-31T15:00:00Z,20,2539,37.69978,-121.17019
CDEC,KOT,2018-05-31T15:15:00Z,20,2539,37.69978,-121.17019
CDEC,KOT,2018-05-31T15:30:00Z,20,2523,37.69978,-121.17019
CDEC,KOT,2018-05-31T15:45:00Z,20,2523,37.69978,-121.17019
CDEC,KOT,2018-05-31T16:00:00Z,20,2513,37.69978,-121.17019
CDEC,KOT,2018-05-31T16:15:00Z,20,2513,37.69978,-121.17019
CDEC,KOT,2018-05-31T16:30:00Z,20,2503,37.69978,-121.17019
CDEC,KOT,2018-05-31T16:45:00Z,20,2506,37.69978,-121.17019
CDEC,KOT,2018-05-31T17:00:00Z,20,2496,37.69978,-121.17019
CDEC,KOT,2018-05-31T17:15:00Z,20,2493,37.69978,-121.17019
CDEC,KOT,2018-05-31T17:30:00Z,20,2490,37.69978,-121.17019
CDEC,KOT,2018-05-31T17:45:00Z,20,2483,37.69978,-121.17019
CDEC,KOT,2018-05-31T18:00:00Z,20,2480,37.69978,-121.17019
CDEC,KOT,2018-05-31T18:15:00Z,20,2473,37.69978,-121.17019
CDEC,KOT,2018-05-31T18:30:00Z,20,2467,37.69978,-121.17019
CDEC,KOT,2018-05-31T18:45:00Z,20,2460,37.69978,-121.17019
CDEC,KOT,2018-05-31T19:00:00Z,20,2454,37.69978,-121.17019
CDEC,KOT,2018-05-31T19:15:00Z,20,2447,37.69978,-121.17019
CDEC,KOT,2018-05-31T19:30:00Z,20,2441,37.69978,-121.17019
CDEC,KOT,2018-05-31T19:45:00Z,20,2437,37.69978,-121.17019
CDEC,KOT,2018-05-31T20:00:00Z,20,2431,37.69978,-121.17019
CDEC,KOT,2018-05-31T20:15:00Z,20,2428,37.69978,-121.17019
CDEC,KOT,2018-05-31T20:30:00Z,20,2424,37.69978,-121.17019
CDEC,KOT,2018-05-31T20:45:00Z,20,2421,37.69978,-121.17019
CDEC,KOT,2018-05-31T21:00:00Z,20,2415,37.69978,-121.17019
CDEC,KOT,2018-05-31T21:15:00Z,20,2415,37.69978,-121.17019
CDEC,KOT,2018-05-31T21:30:00Z,20,2411,37.69978,-121.17019
CDEC,KOT,2018-05-31T21:45:00Z,20,2408,37.69978,-121.17019
CDEC,KOT,2018-05-31T22:00:00Z,20,2408,37.69978,-121.17019
CDEC,KOT,2018-05-31T22:15:00Z,20,2402,37.69978,-121.17019
CDEC,KOT,2018-05-31T22:30:00Z,20,2398,37.69978,-121.17019
CDEC,KOT,2018-05-31T22:45:00Z,20,2395,37.69978,-121.17019
CDEC,KOT,2018-05-31T23:00:00Z,20,2389,37.69978,-121.17019
CDEC,KOT,2018-05-31T23:15:00Z,20,2392,37.69978,-121.17019
CDEC,KOT,2018-05-31T23:30:00Z,20,2389,37.69978,-121.17019
CDEC,KOT,2018-05-31T23:45:00Z,20,2385,37.69978,-121.17019
CDEC,KOT,2018-06-01T00:00:00Z,20,2382,37.69978,-121.17019
CDEC,KOT,2018-06-01T00:15:00Z,20,2382,37.69978,-121.17019
CDEC,KOT,2018-06-01T00:30:00Z,20,2379,37.69978,-121.17019
CDEC,KOT,2018-06-01T00:45:00Z,20,2382,37.69978,-121.17019
CDEC,KOT,2018-06-01T01:00:00Z,20,2382,37.69978,-121.17019
CDEC,KOT,2018-06-01T01:15:00Z,20,2385,37.69978,-121.17019
CDEC,KOT,2018-06-01T01:30:00Z,20,2379,37.69978,-121.17019
CDEC,KOT,2018-06-01T01:45:00Z,20,2385,37.69978,-121.17019
CDEC,KOT,2018-06-01T02:00:00Z,20,2379,37.69978,-121.17019
CDEC,KOT,2018-06-01T02:15:00Z,20,2382,37.69978,-121.17019
CDEC,KOT,2018-06-01T02:30:00Z,20,2376,37.69978,-121.17019
CDEC,KOT,2018-06-01T02:45:00Z,20,2379,37.69978,-121.17019
CDEC,KOT,2018-06-01T03:00:00Z,20,2372,37.69978,-121.17019
CDEC,KOT,2018-06-01T03:15:00Z,20,2376,37.69978,-121.17019
CDEC,KOT,2018-06-01T03:30:00Z,20,2366,37.69978,-121.17019
CDEC,KOT,2018-06-01T03:45:00Z,20,2369,37.69978,-121.17019
CDEC,KOT,2018-06-01T04:00:00Z,20,2366,37.69978,-121.17019
CDEC,KOT,2018-06-01T04:15:00Z,20,2366,37.69978,-121.17019
CDEC,KOT,2018-06-01T04:30:00Z,20,2363,37.69978,-121.17019
CDEC,KOT,2018-06-01T04:45:00Z,20,2366,37.69978,-121.17019
CDEC,KOT,2018-06-01T05:00:00Z,20,2359,37.69978,-121.17019
CDEC,KOT,2018-06-01T05:15:00Z,20,2366,37.69978,-121.17019
CDEC,KOT,2018-06-01T05:30:00Z,20,2359,37.69978,-121.17019
CDEC,KOT,2018-06-01T05:45:00Z,20,2363,37.69978,-121.17019
CDEC,KOT,2018-06-01T06:00:00Z,20,2359,37.69978,-121.17019
CDEC,KOT,2018-06-01T06:15:00Z,20,2359,37.69978,-121.17019
CDEC,KOT,2018-06-01T06:30:00Z,20,2356,37.69978,-121.17019
CDEC,KOT,2018-06-01T06:45:00Z,20,2359,37.69978,-121.17019
CDEC,KOT,2018-06-01T07:00:00Z,20,2350,37.69978,-121.17019
CDEC,KOT,2018-06-01T07:15:00Z,20,2353,37.69978,-121.17019
CDEC,KOT,2018-06-01T07:30:00Z,20,2343,37.69978,-121.17019
CDEC,KOT,2018-06-01T07:45:00Z,20,2346,37.69978,-121.17019
CDEC,KOT,2018-06-01T08:00:00Z,20,2337,37.69978,-121.17019
CDEC,KOT,2018-06-01T08:15:00Z,20,2340,37.69978,-121.17019
CDEC,KOT,2018-06-01T08:30:00Z,20,2330,37.69978,-121.17019
CDEC,KOT,2018-06-01T08:45:00Z,20,2334,37.69978,-121.17019
CDEC,KOT,2018-06-01T09:00:00Z,20,2324,37.69978,-121.17019
CDEC,KOT,2018-06-01T09:15:00Z,20,2327,37.69978,-121.17019
CDEC,KOT,2018-06-01T09:30:00Z,20,2317,37.69978,-121.17019
CDEC,KOT,2018-06-01T09:45:00Z,20,2321,37.69978,-121.17019
CDEC,KOT,2018-06-01T10:00:00Z,20,2314,37.69978,-121.17019
CDEC,KOT,2018-06-01T10:15:00Z,20,2314,37.69978,-121.17019
CDEC,KOT,2018-06-01T10:30:00Z,20,2301,37.69978,-121.17019
CDEC,KOT,2018-06-01T10:45:00Z,20,2305,37.69978,-121.17019
CDEC,KOT,2018-06-01T11:00:00Z,20,2298,37.69978,-121.17019
CDEC,KOT,2018-06-01T11:15:00Z,20,2301,37.69978,-121.17019
CDEC,KOT,2018-06-01T11:30:00Z,20,2292,37.69978,-121.17019
CDEC,KOT,2018-06-01T11:45:00Z,20,2292,37.69978,-121.17019
CDEC,KOT,2018-06-01T12:00:00Z,20,2285,37.69978,-121.17019
CDEC,KOT,2018-06-01T12:15:00Z,20,2285,37.69978,-121.17019
CDEC,KOT,2018-06-01T12:30:00Z,20,2279,37.69978,-121.17019
CDEC,KOT,2018-06-01T12:45:00Z,20,2282,37.69978,-121.17019
CDEC,KOT,2018-06-01T13:00:00Z,20,2279,37.69978,-121.17019
CDEC,KOT,2018-06-01T13:15:00Z,20,2276,37.69978,-121.17019
CDEC,KOT,2018-06-01T13:30:00Z,20,2273,37.69978,-121.17019
CDEC,KOT,2018-06-01T13:45:00Z,20,2266,37.69978,-121.17019
CDEC,KOT,2018-06-01T14:00:00Z,20,2263,37.69978,-121.17019
CDEC,KOT,2018-06-01T14:15:00Z,20,2263,37.69978,-121.17019
CDEC,KOT,2018-06-01T14:30:00Z,20,2260,37.69978,-121.17019
CDEC,KOT,2018-06-01T14:45:00Z,20,2253,37.69978,-121.17019
CDEC,KOT,2018-06-01T15:00:00Z,20,2250,37.69978,-121.17019
CDEC,KOT,2018-06-01T15:15:00Z,20,2250,37.69978,-121.17019
CDEC,KOT,2018-06-01T15:30:00Z,20,2244,37.69978,-121.17019
CDEC,KOT,2018-06-01T15:45:00Z,20,2244,37.69978,-121.17019
CDEC,KOT,2018-06-01T16:00:00Z,20,2237,37.69978,-121.17019
CDEC,KOT,2018-06-01T16:15:00Z,20,2241,37.69978,-121.17019
CDEC,KOT,2018-06-01T16:30:00Z,20,2234,37.69978,-121.17019
CDEC,KOT,2018-06-01T16:45:00Z,20,2234,37.69978,-121.17019
CDEC,KOT,2018-06-01T17:00:00Z,20,2228,37.69978,-121.17019
CDEC,KOT,2018-06-01T17:15:00Z,20,2228,37.69978,-121.17019
CDEC,KOT,2018-06-01T17:30:00Z,20,2228,37.69978,-121.17019
CDEC,KOT,2018-06-01T17:45:00Z,20,2225,37.69978,-121.17019
CDEC,KOT,2018-06-01T18:00:00Z,20,2225,37.69978,-121.17019
CDEC,KOT,2018-06-01T18:15:00Z,20,2222,37.69978,-121.17019
CDEC,KOT,2018-06-01T18:30:00Z,20,2222,37.69978,-121.17019
CDEC,KOT,2018-06-01T18:45:00Z,20,2222,37.69978,-121.17019
CDEC,KOT,2018-06-01T19:00:00Z,20,2218,37.69978,-121.17019
CDEC,KOT,2018-06-01T19:15:00Z,20,2215,37.69978,-121.17019
CDEC,KOT,2018-06-01T19:30:00Z,20,2218,37.69978,-121.17019
CDEC,KOT,2018-06-01T19:45:00Z,20,2215,37.69978,-121.17019
CDEC,KOT,2018-06-01T20:00:00Z,20,2212,37.69978,-121.17019
CDEC,KOT,2018-06-01T20:15:00Z,20,2209,37.69978,-121.17019
CDEC,KOT,2018-06-01T20:30:00Z,20,2209,37.69978,-121.17019
CDEC,KOT,2018-06-01T20:45:00Z,20,2206,37.69978,-121.17019
CDEC,KOT,2018-06-01T21:00:00Z,20,2199,37.69978,-121.17019
CDEC,KOT,2018-06-01T21:15:00Z,20,2199,37.69978,-121.17019
CDEC,KOT,2018-06-01T21:30:00Z,20,2199,37.69978,-121.17019
CDEC,KOT,2018-06-01T21:45:00Z,20,2196,37.69978,-121.17019
