agency_cd,location_id,datetime,parameter_cd,flow.cfs,latitude,longitude
CDEC,KOT,2015-07-04T07:45:00Z,20,107,37.69978,-121.17019
CDEC,KOT,2015-07-04T08:00:00Z,20,107,37.69978,-121.17019
CDEC,KOT,2015-07-04T08:15:00Z,20,107,37.69978,-121.17019
CDEC,KOT,2015-07-04T08:30:00Z,20,107,37.69978,-121.17019
CDEC,KOT,2015-07-04T08:45:00Z,20,109,37.69978,-121.17019
CDEC,KOT,2015-07-04T09:00:00Z,20,107,37.69978,-121.17019
CDEC,KOT,2015-07-04T09:15:00Z,20,109,37.69978,-121.17019
CDEC,KOT,2015-07-04T09:30:00Z,20,110,37.69978,-121.17019
CDEC,KOT,2015-07-04T09:45:00Z,20,107,37.69978,-121.17019
CDEC,KOT,2015-07-04T10:00:00Z,20,107,37.69978,-121.17019
CDEC,KOT,2015-07-04T10:15:00Z,20,110,37.69978,-121.17019
CDEC,KOT,2015-07-04T10:30:00Z,20,110,37.69978,-121.17019
CDEC,KOT,2015-07-04T10:45:00Z,20,107,37.69978,-121.17019
CDEC,KOT,2015-07-04T11:00:00Z,20,110,37.69978,-121.17019
CDEC,KOT,2015-07-04T11:15:00Z,20,109,37.69978,-121.17019
CDEC,KOT,2015-07-04T11:30:00Z,20,109,37.69978,-121.17019
CDEC,KOT,2015-07-04T11:45:00Z,20,107,37.69978,-121.17019
CDEC,KOT,2015-07-04T12:00:00Z,20,107,37.69978,-121.17019
CDEC,KOT,2015-07-04T12:15:00Z,20,109,37.69978,-121.17019
CDEC,KOT,2015-07-04T12:30:00Z,20,107,37.69978,-121.17019
CDEC,KOT,2015-07-04T12:45:00Z,20,110,37.69978,-121.17019
CDEC,KOT,2015-07-04T13:00:00Z,20,107,37.69978,-121.17019
CDEC,KOT,2015-07-04T13:15:00Z,20,110,37.69978,-121.17019
CDEC,KOT,2015-07-04T13:30:00Z,20,110,37.69978,-121.17019
CDEC,KOT,2015-07-04T13:45:00Z,20,113,37.69978,-121.17019
CDEC,KOT,2015-07-04T14:00:00Z,20,117,37.69978,-121.17019
CDEC,KOT,2015-07-04T14:15:00Z,20,120,37.69978,-121.17019
CDEC,KOT,2015-07-04T14:30:00Z,20,119,37.69978,-121.17019
CDEC,KOT,2015-07-04T14:45:00Z,20,119,37.69978,-121.17019
CDEC,KOT,2015-07-04T15:00:00Z,20,119,37.69978,-121.17019
CDEC,KOT,2015-07-04T15:15:00Z,20,119,37.69978,-121.17019
CDEC,KOT,2015-07-04T15:30:00Z,20,116,37.69978,-121.17019
CDEC,KOT,2015-07-04T15:45:00Z,20,114,37.69978,-121.17019
CDEC,KOT,2015-07-04T16:00:00Z,20,114,37.69978,-121.17019
CDEC,KOT,2015-07-04T16:15:00Z,20,113,37.69978,-121.17019
CDEC,KOT,2015-07-04T16:30:00Z,20,113,37.69978,-121.17019
CDEC,KOT,2015-07-04T16:45:00Z,20,110,37.69978,-121.17019
CDEC,KOT,2015-07-04T17:00:00Z,20,112,37.69978,-121.17019
CDEC,KOT,2015-07-04T17:15:00Z,20,109,37.69978,-121.17019
CDEC,KOT,2015-07-04T17:30:00Z,20,109,37.69978,-121.17019
CDEC,KOT,2015-07-04T17:45:00Z,20,110,37.69978,-121.17019
CDEC,KOT,2015-07-04T18:00:00Z,20,107,37.69978,-121.17019
CDEC,KOT,2015-07-04T18:15:00Z,20,106,37.69978,-121.17019
CDEC,KOT,2015-07-04T18:30:00Z,20,106,37.69978,-121.17019
CDEC,KOT,2015-07-04T18:45:00Z,20,109,37.69978,-121.17019
CDEC,KOT,2015-07-04T19:00:00Z,20,106,37.69978,-121.17019
CDEC,KOT,2015-07-04T19:15:00Z,20,104,37.69978,-121.17019
CDEC,KOT,2015-07-04T19:30:00Z,20,104,37.69978,-121.17019
CDEC,KOT,2015-07-04T19:45:00Z,20,106,37.69978,-121.17019
CDEC,KOT,2015-07-04T20:00:00Z,20,107,37.69978,-121.17019
CDEC,KOT,2015-07-04T20:15:00Z,20,106,37.69978,-121.17019
CDEC,KOT,2015-07-04T20:30:00Z,20,104,37.69978,-121.17019
CDEC,KOT,2015-07-04T20:45:00Z,20,104,37.69978,-121.17019
CDEC,KOT,2015-07-04T21:00:00Z,20,104,37.69978,-121.17019
CDEC,KOT,2015-07-04T21:15:00Z,20,106,37.69978,-121.17019
CDEC,KOT,2015-07-04T21:30:00Z,20,104,37.69978,-121.17019
CDEC,KOT,2015-07-04T21:45:00Z,20,104,37.69978,-121.17019
CDEC,KOT,2015-07-04T22:00:00Z,20,106,37.69978,-121.17019
CDEC,KOT,2015-07-04T22:15:00Z,20,106,37.69978,-121.17019
CDEC,KOT,2015-07-04T22:30:00Z,20,106,37.69978,-121.17019
CDEC,KOT,2015-07-04T22:45:00Z,20,106,37.69978,-121.17019
CDEC,KOT,2015-07-04T23:00:00Z,20,107,37.69978,-121.17019
CDEC,KOT,2015-07-04T23:15:00Z,20,109,37.69978,-121.17019
CDEC,KOT,2015-07-04T23:30:00Z,20,109,37.69978,-121.17019
CDEC,KOT,2015-07-04T23:45:00Z,20,110,37.69978,-121.17019
CDEC,KOT,2015-07-05T00:00:00Z,20,112,37.69978,-121.17019
CDEC,KOT,2015-07-05T00:15:00Z,20,113,37.69978,-121.17019
CDEC,KOT,2015-07-05T00:30:00Z,20,114,37.69978,-121.17019
CDEC,KOT,2015-07-05T00:45:00Z,20,116,37.69978,-121.17019
CDEC,KOT,2015-07-05T01:00:00Z,20,117,37.69978,-121.17019
CDEC,KOT,2015-07-05T01:15:00Z,20,120,37.69978,-121.17019
CDEC,KOT,2015-07-05T01:30:00Z,20,123,37.69978,-121.17019
CDEC,KOT,2015-07-05T01:45:00Z,20,128,37.69978,-121.17019
CDEC,KOT,2015-07-05T02:00:00Z,20,128,37.69978,-121.17019
CDEC,KOT,2015-07-05T02:15:00Z,20,130,37.69978,-121.17019
CDEC,KOT,2015-07-05T02:30:00Z,20,130,37.69978,-121.17019
CDEC,KOT,2015-07-05T02:45:00Z,20,131,37.69978,-121.17019
CDEC,KOT,2015-07-05T03:00:00Z,20,130,37.69978,-121.17019
CDEC,KOT,2015-07-05T03:15:00Z,20,130,37.69978,-121.17019
CDEC,KOT,2015-07-05T03:30:00Z,20,130,37.69978,-121.17019
CDEC,KOT,2015-07-05T03:45:00Z,20,132,37.69978,-121.17019
CDEC,KOT,2015-07-05T04:00:00Z,20,136,37.69978,-121.17019
CDEC,KOT,2015-07-05T04:15:00Z,20,136,37.69978,-121.17019
CDEC,KOT,2015-07-05T04:30:00Z,20,139,37.69978,-121.17019
CDEC,KOT,2015-07-05T04:45:00Z,20,140,37.69978,-121.17019
CDEC,KOT,2015-07-05T05:00:00Z,20,139,37.69978,-121.17019
CDEC,KOT,2015-07-05T05:15:00Z,20,142,37.69978,-121.17019
CDEC,KOT,2015-07-05T05:30:00Z,20,140,37.69978,-121.17019
CDEC,KOT,2015-07-05T05:45:00Z,20,143,37.69978,-121.17019
CDEC,KOT,2015-07-05T06:00:00Z,20,140,37.69978,-121.17019
CDEC,KOT,2015-07-05T06:15:00Z,20,142,37.69978,-121.17019
CDEC,KOT,2015-07-05T06:30:00Z,20,140,37.69978,-121.17019
CDEC,KOT,2015-07-05T06:45:00Z,20,140,37.69978,-121.17019
CDEC,KOT,2015-07-05T07:00:00Z,20,140,37.69978,-121.17019
CDEC,KOT,2015-07-05T07:15:00Z,20,142,37.69978,-121.17019
CDEC,KOT,2015-07-05T07:30:00Z,20,143,37.69978,-121.17019
CDEC,KOT,2015-07-05T07:45:00Z,20,143,37.69978,-121.17019
CDEC,KOT,2015-07-05T08:00:00Z,20,147,37.69978,-121.17019
CDEC,KOT,2015-07-05T08:15:00Z,20,148,37.69978,-121.17019
CDEC,KOT,2015-07-05T08:30:00Z,20,150,37.69978,-121.17019
CDEC,KOT,2015-07-05T08:45:00Z,20,151,37.69978,-121.17019
CDEC,KOT,2015-07-05T09:00:00Z,20,151,37.69978,-121.17019
CDEC,KOT,2015-07-05T09:15:00Z,20,155,37.69978,-121.17019
CDEC,KOT,2015-07-05T09:30:00Z,20,155,37.69978,-121.17019
CDEC,KOT,2015-07-05T09:45:00Z,20,157,37.69978,-121.17019
CDEC,KOT,2015-07-05T10:00:00Z,20,159,37.69978,-121.17019
CDEC,KOT,2015-07-05T10:15:00Z,20,160,37.69978,-121.17019
CDEC,KOT,2015-07-05T10:30:00Z,20,159,37.69978,-121.17019
CDEC,KOT,2015-07-05T10:45:00Z,20,159,37.69978,-121.17019
CDEC,KOT,2015-07-05T11:00:00Z,20,159,37.69978,-121.17019
CDEC,KOT,2015-07-05T11:15:00Z,20,159,37.69978,-121.17019
CDEC,KOT,2015-07-05T11:30:00Z,20,159,37.69978,-121.17019
CDEC,KOT,2015-07-05T11:45:00Z,20,155,37.69978,-121.17019
CDEC,KOT,2015-07-05T12:00:00Z,20,153,37.69978,-121.17019
CDEC,KOT,2015-07-05T12:15:00Z,20,151,37.69978,-121.17019
CDEC,KOT,2015-07-05T12:30:00Z,20,150,37.69978,-121.17019
CDEC,KOT,2015-07-05T12:45:00Z,20,148,37.69978,-121.17019
CDEC,KOT,2015-07-05T13:00:00Z,20,147,37.69978,-121.17019
CDEC,KOT,2015-07-05T13:15:00Z,20,143,37.69978,-121.17019
CDEC,KOT,2015-07-05T13:30:00Z,20,139,37.69978,-121.17019
CDEC,KOT,2015-07-05T13:45:00Z,20,139,37.69978,-121.17019
CDEC,KOT,2015-07-05T14:00:00Z,20,136,37.69978,-121.17019
CDEC,KOT,2015-07-05T14:15:00Z,20,134,37.69978,-121.17019
CDEC,KOT,2015-07-05T14:30:00Z,20,134,37.69978,-121.17019
CDEC,KOT,2015-07-05T14:45:00Z,20,132,37.69978,-121.17019
CDEC,KOT,2015-07-05T15:00:00Z,20,130,37.69978,-121.17019
CDEC,KOT,2015-07-05T15:15:00Z,20,127,37.69978,-121.17019
CDEC,KOT,2015-07-05T15:30:00Z,20,127,37.69978,-121.17019
CDEC,KOT,2015-07-05T15:45:00Z,20,125,37.69978,-121.17019
CDEC,KOT,2015-07-05T16:00:00Z,20,123,37.69978,-121.17019
CDEC,KOT,2015-07-05T16:15:00Z,20,121,37.69978,-121.17019
CDEC,KOT,2015-07-05T16:30:00Z,20,123,37.69978,-121.17019
CDEC,KOT,2015-07-05T16:45:00Z,20,123,37.69978,-121.17019
CDEC,KOT,2015-07-05T17:00:00Z,20,121,37.69978,-121.17019
CDEC,KOT,2015-07-05T17:15:00Z,20,119,37.69978,-121.17019
CDEC,KOT,2015-07-05T17:30:00Z,20,121,37.69978,-121.17019
CDEC,KOT,2015-07-05T17:45:00Z,20,120,37.69978,-121.17019
CDEC,KOT,2015-07-05T18:00:00Z,20,117,37.69978,-121.17019
CDEC,KOT,2015-07-05T18:15:00Z,20,117,37.69978,-121.17019
CDEC,KOT,2015-07-05T18:30:00Z,20,119,37.69978,-121.17019
CDEC,KOT,2015-07-05T18:45:00Z,20,116,37.69978,-121.17019
CDEC,KOT,2015-07-05T19:00:00Z,20,116,37.69978,-121.17019
CDEC,KOT,2015-07-05T19:15:00Z,20,119,37.69978,-121.17019
CDEC,KOT,2015-07-05T19:30:00Z,20,120,37.69978,-121.17019
CDEC,KOT,2015-07-05T19:45:00Z,20,117,37.69978,-121.17019
CDEC,KOT,2015-07-05T20:00:00Z,20,121,37.69978,-121.17019
CDEC,KOT,2015-07-05T20:15:00Z,20,123,37.69978,-121.17019
CDEC,KOT,2015-07-05T20:30:00Z,20,123,37.69978,-121.17019
CDEC,KOT,2015-07-05T20:45:00Z,20,121,37.69978,-121.17019
CDEC,KOT,2015-07-05T21:00:00Z,20,123,37.69978,-121.17019
CDEC,KOT,2015-07-05T21:15:00Z,20,124,37.69978,-121.17019
CDEC,KOT,2015-07-05T21:30:00Z,20,123,37.69978,-121.17019
